,Hood_ID,NeighbourhoodName,City,Premises_Type
467,14,Islington-City Centre West (14),Toronto,Other
468,14,Islington-City Centre West (14),Toronto,Apartment
469,14,Islington-City Centre West (14),Toronto,Outside
470,15,Kingsway South (15),Toronto,Commercial
471,15,Kingsway South (15),Toronto,Commercial
472,15,Kingsway South (15),Toronto,Transit
473,15,Kingsway South (15),Toronto,Apartment
474,15,Kingsway South (15),Toronto,Outside
475,15,Kingsway South (15),Toronto,Transit
476,15,Kingsway South (15),Toronto,Transit
477,15,Kingsway South (15),Toronto,Outside
478,15,Kingsway South (15),Toronto,House
479,15,Kingsway South (15),Toronto,Transit
480,15,Kingsway South (15),Toronto,Other
481,15,Kingsway South (15),Toronto,Educational
482,15,Kingsway South (15),Toronto,Other
483,15,Kingsway South (15),Toronto,Apartment
484,15,Kingsway South (15),Toronto,Apartment
485,15,Kingsway South (15),Toronto,House
486,15,Kingsway South (15),Toronto,Outside
487,15,Kingsway South (15),Toronto,Outside
488,15,Kingsway South (15),Toronto,Educational
489,15,Kingsway South (15),Toronto,Outside
490,15,Kingsway South (15),Toronto,House
491,15,Kingsway South (15),Toronto,House
492,15,Kingsway South (15),Toronto,House
493,15,Kingsway South (15),Toronto,House
494,15,Kingsway South (15),Toronto,House
495,15,Kingsway South (15),Toronto,Commercial
496,15,Kingsway South (15),Toronto,House
497,15,Kingsway South (15),Toronto,House
498,15,Kingsway South (15),Toronto,House
499,15,Kingsway South (15),Toronto,Outside
500,15,Kingsway South (15),Toronto,Outside
501,15,Kingsway South (15),Toronto,House
502,15,Kingsway South (15),Toronto,House
503,15,Kingsway South (15),Toronto,House
504,15,Kingsway South (15),Toronto,House
505,15,Kingsway South (15),Toronto,House
506,15,Kingsway South (15),Toronto,Commercial
507,15,Kingsway South (15),Toronto,Educational
508,15,Kingsway South (15),Toronto,House
509,15,Kingsway South (15),Toronto,Educational
510,15,Kingsway South (15),Toronto,Transit
511,15,Kingsway South (15),Toronto,House
512,15,Kingsway South (15),Toronto,Outside
513,15,Kingsway South (15),Toronto,Outside
514,15,Kingsway South (15),Toronto,Transit
515,15,Kingsway South (15),Toronto,House
516,15,Kingsway South (15),Toronto,Educational
517,15,Kingsway South (15),Toronto,Outside
518,15,Kingsway South (15),Toronto,Transit
519,15,Kingsway South (15),Toronto,Other
